,Player,Span,Mat,Inns,Dis,Ct,St,Ct Wk,Ct Fi,MD,D/I,Unnamed: 11
44,P Raho (PNG),2014-2014,1,1,1,1,0,0,1,1 (1ct 0st),1.0,
45,LN Rajbanshi (NEPAL),2019-2020,4,4,1,1,0,0,1,1 (1ct 0st),0.25,
46,CAK Rajitha (SL),2018-2021,10,10,1,1,0,0,1,1 (1ct 0st),0.1,
47,D Ranatunga (SL),1990-1990,4,4,1,1,0,0,1,1 (1ct 0st),0.25,
48,U Ranchod (ZIM),1992-1993,3,3,1,1,0,0,1,1 (1ct 0st),0.333,
49,Raqibul Hasan (BAN),1986-1986,2,2,1,1,0,0,1,1 (1ct 0st),0.5,
0,JB Reva (PNG),2016-2018,9,9,1,1,0,0,1,1 (1ct 0st),0.111,
1,ACL Richards (WI),2007-2007,1,1,1,1,0,0,1,1 (1ct 0st),1.0,
2,MH Richardson (NZ),2002-2002,4,4,1,1,0,0,1,1 (1ct 0st),0.25,
3,DOD Rikhi (USA),2021-2021,2,2,1,1,0,0,1,1 (1ct 0st),0.5,
4,Rizwan Ahmed (PAK),2008-2008,1,1,1,1,0,0,1,1 (1ct 0st),1.0,
5,ADG Roberts (NZ),1976-1976,1,1,1,1,0,0,1,1 (1ct 0st),1.0,
6,RJ Robinson (BMUDA),2007-2009,3,3,1,1,0,0,1,1 (1ct 0st),0.333,
7,LN Roche (ZIM),2018-2018,3,3,1,1,0,0,1,1 (1ct 0st),0.333,
8,Rokhan Barakzai (AFG),2015-2015,1,1,1,1,0,0,1,1 (1ct 0st),1.0,
9,LC Romero (USA),2004-2004,2,2,1,1,0,0,1,1 (1ct 0st),0.5,
10,BC Rose (ENG),1977-1977,2,2,1,1,0,0,1,1 (1ct 0st),0.5,
11,MW Rushmere (SA),1992-1992,4,4,1,1,0,0,1,1 (1ct 0st),0.25,
12,Saadat Ali (PAK),1984-1984,7,7,1,1,0,0,1,1 (1ct 0st),0.142,
13,Saeed-al-Saffar (UAE),1996-1996,1,1,1,1,0,0,1,1 (1ct 0st),1.0,
14,Sajid Ali (PAK),1984-1997,12,12,1,1,0,0,1,1 (1ct 0st),0.083,
15,Saleem Altaf (PAK),1973-1978,6,6,1,1,0,0,1,1 (1ct 0st),0.166,
16,IDK Salisbury (ENG),1993-1994,4,4,1,1,0,0,1,1 (1ct 0st),0.25,
17,G Salmond (SCOT),1999-1999,5,5,1,1,0,0,1,1 (1ct 0st),0.2,
18,JA Samarasekera (UAE),1994-1996,7,7,1,1,0,0,1,1 (1ct 0st),0.142,
19,S Samarawickrama (SL),2017-2019,7,7,1,1,0,0,1,1 (1ct 0st),0.142,
20,Samiur Rahman (BAN),1986-1986,2,2,1,1,0,0,1,1 (1ct 0st),0.5,
21,SV Samson (INDIA),2021-2021,1,1,1,0,1,0,0,1 (0ct 1st),1.0,
22,RG Samuels (WI),1996-1997,8,8,1,1,0,0,1,1 (1ct 0st),0.125,
23,KT Sandher (CAN),2006-2007,15,15,1,1,0,0,1,1 (1ct 0st),0.066,
24,BB Seebaran (CAN),2003-2003,4,4,1,1,0,0,1,1 (1ct 0st),0.25,
25,CS Serjeant (AUS),1977-1978,3,3,1,1,0,0,1,1 (1ct 0st),0.333,
26,RK Sethi (EAf),1975-1975,3,3,1,1,0,0,1,1 (1ct 0st),0.333,
27,Shadab Kabir (PAK),1996-1996,3,3,1,1,0,0,1,1 (1ct 0st),0.333,
28,Shafiq Ahmed (PAK),1977-1978,3,3,1,1,0,0,1,1 (1ct 0st),0.333,
29,KD Shah (HKG),2014-2018,10,10,1,1,0,0,1,1 (1ct 0st),0.1,
30,Shahidullah (AFG),2022-2022,1,1,1,1,0,0,1,1 (1ct 0st),1.0,
31,Shahid Mahboob (PAK),1982-1984,10,10,1,1,0,0,1,1 (1ct 0st),0.1,
32,Shan Masood (PAK),2019-2019,5,5,1,1,0,0,1,1 (1ct 0st),0.2,
33,R Sharma (HKG),2004-2004,2,2,1,1,0,0,1,1 (1ct 0st),0.5,
34,R Sharma (INDIA),2011-2012,4,4,1,1,0,0,1,1 (1ct 0st),0.25,
35,B Shikongo (NAM),2020-2020,1,1,1,1,0,0,1,1 (1ct 0st),1.0,
36,Shoaib Khan (OMA),2021-2021,2,2,1,1,0,0,1,1 (1ct 0st),0.5,
37,LR Shukla (INDIA),1999-1999,3,3,1,1,0,0,1,1 (1ct 0st),0.333,
38,K Shuttleworth (ENG),1971-1971,1,1,1,1,0,0,1,1 (1ct 0st),1.0,
39,PM Siddle (AUS),2009-2019,18,18,1,1,0,0,1,1 (1ct 0st),0.055,
40,RW Sims (ZIM),2002-2003,3,3,1,1,0,0,1,1 (1ct 0st),0.333,
41,L Sipamla (SA),2020-2021,4,4,1,1,0,0,1,1 (1ct 0st),0.25,
42,MA Small (WI),1984-1984,2,2,1,1,0,0,1,1 (1ct 0st),0.5,
43,MJ Smith (ENG),1973-1974,5,5,1,1,0,0,1,1 (1ct 0st),0.2,
44,NMK Smith (ENG),1996-1996,6,6,1,1,0,0,1,1 (1ct 0st),0.166,
45,JA Snow (ENG),1971-1975,8,8,1,1,0,0,1,1 (1ct 0st),0.125,
46,GS Sobers (WI),1973-1973,1,1,1,1,0,0,1,1 (1ct 0st),1.0,
47,Sohail Fazal (PAK),1989-1989,2,2,1,1,0,0,1,1 (1ct 0st),0.5,
48,D Soraine (CAN),2006-2012,4,4,1,1,0,0,1,1 (1ct 0st),0.25,
49,BB Sran (INDIA),2016-2016,6,6,1,1,0,0,1,1 (1ct 0st),0.166,
0,L Sreekumar (UAE),2015-2016,4,4,1,1,0,0,1,1 (1ct 0st),0.25,
1,S Sriram (INDIA),2000-2004,8,8,1,1,0,0,1,1 (1ct 0st),0.125,
2,KR Stackpole (AUS),1971-1974,6,6,1,1,0,0,1,1 (1ct 0st),0.166,
3,JH Stander (SCOT),2009-2012,5,5,1,1,0,0,1,1 (1ct 0st),0.2,
4,B Stanlake (AUS),2017-2019,7,7,1,1,0,0,1,1 (1ct 0st),0.142,
5,LW Stokkers (NED),2008-2008,1,1,1,1,0,0,1,1 (1ct 0st),1.0,
6,LW Stott (NZ),1979-1979,1,1,1,1,0,0,1,1 (1ct 0st),1.0,
7,CEL Stuart (WI),2001-2001,5,5,1,1,0,0,1,1 (1ct 0st),0.2,
8,ML Su'a (NZ),1992-1995,11,11,1,1,0,0,1,1 (1ct 0st),0.09,
9,R Sudhakar Rao (INDIA),1976-1976,1,1,1,1,0,0,1,1 (1ct 0st),1.0,
10,Syed Maqsood (UAE),2004-2004,2,2,1,1,0,0,1,1 (1ct 0st),0.5,
11,Taijul Islam (BAN),2014-2020,9,9,1,1,0,0,1,1 (1ct 0st),0.111,
12,Talha Jubair (BAN),2002-2003,5,5,1,1,0,0,1,1 (1ct 0st),0.2,
13,Tanbir Hayder (BAN),2016-2016,2,2,1,1,0,0,1,1 (1ct 0st),0.5,
14,Tanvir Ahmed (PAK),2011-2011,2,2,1,1,0,0,1,1 (1ct 0st),0.5,
15,M Theekshana (SL),2021-2022,4,4,1,1,0,0,1,1 (1ct 0st),0.25,
16,GJ Thompson (IRE),2008-2008,3,3,1,1,0,0,1,1 (1ct 0st),0.333,
17,CP Tremain (AUS),2016-2016,4,4,1,1,0,0,1,1 (1ct 0st),0.25,
18,JO Troughton (ENG),2003-2003,5,5,1,1,0,0,1,1 (1ct 0st),0.2,
19,R Trumpelmann (NAM),2021-2021,2,2,1,1,0,0,1,1 (1ct 0st),0.5,
20,AJ Tudor (ENG),2002-2002,3,3,1,1,0,0,1,1 (1ct 0st),0.333,
21,S Tyagi (INDIA),2010-2010,3,3,1,1,0,0,1,1 (1ct 0st),0.333,
22,AJ Tye (AUS),2018-2018,7,7,1,1,0,0,1,1 (1ct 0st),0.142,
23,SD Udal (ENG),1994-2005,11,11,1,1,0,0,1,1 (1ct 0st),0.09,
24,Umair Ali (UAE),2015-2015,2,2,1,1,0,0,1,1 (1ct 0st),0.5,
25,Usman Qadir (PAK),2021-2021,1,1,1,1,0,0,1,1 (1ct 0st),1.0,
26,Usman Salahuddin (PAK),2011-2011,2,2,1,1,0,0,1,1 (1ct 0st),0.5,
27,JN Valentine (CAN),1979-1979,3,3,1,1,0,0,1,1 (1ct 0st),0.333,
28,A van der Merwe (IRE),2010-2011,9,9,1,1,0,0,1,1 (1ct 0st),0.111,
29,VB van Jaarsveld (SA),2009-2009,2,2,1,1,0,0,1,1 (1ct 0st),0.5,
30,PA van Meekeren (NED),2013-2021,7,7,1,1,0,0,1,1 (1ct 0st),0.142,
31,S Vesawkar (NEPAL),2018-2021,4,4,1,1,0,0,1,1 (1ct 0st),0.25,
32,AL Wadekar (INDIA),1974-1974,2,2,1,1,0,0,1,1 (1ct 0st),0.5,
33,I Wardlaw (SCOT),2013-2015,21,21,1,1,0,0,1,1 (1ct 0st),0.047,
34,Washington Sundar (INDIA),2017-2017,1,1,1,1,0,0,1,1 (1ct 0st),1.0,
35,SR Welsh (CAN),2006-2008,3,3,1,1,0,0,1,1 (1ct 0st),0.333,
36,BA Westdijk (NED),2011-2011,4,4,1,1,0,0,1,1 (1ct 0st),0.25,
37,AG Wharf (ENG),2004-2005,12,12,1,1,0,0,1,1 (1ct 0st),0.083,
38,BM Wheeler (NZ),2015-2015,6,6,1,1,0,0,1,1 (1ct 0st),0.166,
39,JJ Whitaker (ENG),1987-1987,2,2,1,1,0,0,1,1 (1ct 0st),0.5,
40,DJ White (NZ),1990-1990,3,3,1,1,0,0,1,1 (1ct 0st),0.333,
41,RGCE Wijesuriya (SL),1982-1985,7,7,1,1,0,0,1,1 (1ct 0st),0.142,
42,P Wilson (AUS),1997-1998,11,11,1,1,0,0,1,1 (1ct 0st),0.09,
43,WA Wisneski (NZ),2000-2000,2,2,1,1,0,0,1,1 (1ct 0st),0.5,
44,DJ Worrall (AUS),2016-2016,3,3,1,1,0,0,1,1 (1ct 0st),0.333,
45,CM Wright (SCOT),2006-2009,18,18,1,1,0,0,1,1 (1ct 0st),0.055,
46,M Yachad (SA),1991-1991,1,1,1,1,0,0,1,1 (1ct 0st),1.0,
47,J Yadav (INDIA),2016-2022,2,2,1,1,0,0,1,1 (1ct 0st),0.5,
48,NS Yadav (INDIA),1986-1987,7,7,1,1,0,0,1,1 (1ct 0st),0.142,
49,SA Yadav (INDIA),2021-2022,4,4,1,1,0,0,1,1 (1ct 0st),0.25,
0,HN Ya France (NAM),2019-2021,9,9,1,1,0,0,1,1 (1ct 0st),0.111,
1,B Yardley (AUS),1978-1983,5,5,1,1,0,0,1,1 (1ct 0st),0.2,
2,WA Young (NZ),2021-2021,2,2,1,1,0,0,1,1 (1ct 0st),0.5,
3,Younis Ahmed (PAK),1987-1987,2,2,1,1,0,0,1,1 (1ct 0st),0.5,
4,Zafar Iqbal (PAK),1995-1995,8,8,1,1,0,0,1,1 (1ct 0st),0.125,
5,Zahid Hussain (CAN),2011-2011,2,2,1,1,0,0,1,1 (1ct 0st),0.5,
6,Sultan Zarawani (UAE),1994-1996,7,7,1,1,0,0,1,1 (1ct 0st),0.142,
7,AK Zesers (AUS),1987-1987,2,2,1,1,0,0,1,1 (1ct 0st),0.5,
8,C Zhuwao (ZIM),2008-2018,9,9,1,1,0,0,1,1 (1ct 0st),0.111,
9,K Zondo (SA),2018-2018,5,5,1,1,0,0,1,1 (1ct 0st),0.2,
10,Zulfiqar Ali (EAf),1975-1975,3,3,1,1,0,0,1,1 (1ct 0st),0.333,
11,ME Sanuth (OMA),2020-2020,3,3,0,0,0,0,0,0,0.0,
12,Aamer Hanif (PAK),1993-1995,5,5,0,0,0,0,0,0,0.0,
13,Aamer Nazir (PAK),1993-1995,9,9,0,0,0,0,0,0,0.0,
14,Aamer Yamin (PAK),2015-2018,4,4,0,0,0,0,0,0,0.0,
15,SA Abbott (AUS),2014-2020,2,2,0,0,0,0,0,0,0.0,
16,Abdul Rehman (UAE),2004-2004,1,1,0,0,0,0,0,0,0.0,
17,S Abid Ali (INDIA),1974-1975,5,5,0,0,0,0,0,0,0.0,
18,Abu Jayed (BAN),2019-2019,2,2,0,0,0,0,0,0,0.0,
19,WA Agar (AUS),2021-2021,2,2,0,0,0,0,0,0,0.0,
20,FS Ahangama (SL),1985-1985,1,1,0,0,0,0,0,0,0.0,
21,Ahmed Kamal (BAN),1999-1999,1,1,0,0,0,0,0,0,0.0,
22,Ahmed Shah (AFG),2009-2009,1,1,0,0,0,0,0,0,0.0,
23,KS Airee (NEPAL),2020-2020,1,1,0,0,0,0,0,0,0.0,
24,Akhtar Sarfraz (PAK),1997-1998,4,4,0,0,0,0,0,0,0.0,
25,Alawi Shukri (UAE),2008-2008,1,1,0,0,0,0,0,0,0.0,
26,GW Aldridge (NZ),2011-2011,2,2,0,0,0,0,0,0,0.0,
27,RP Alexander (USA),2004-2004,2,2,0,0,0,0,0,0,0.0,
28,Kabir Ali (ENG),2005-2006,12,12,0,0,0,0,0,0,0.0,
29,Ali Asad (UAE),2004-2004,2,2,0,0,0,0,0,0,0.0,
30,Ali Khan (USA),2019-2019,1,1,0,0,0,0,0,0,0.0,
31,KN Amalean (SL),1986-1988,7,7,0,0,0,0,0,0,0.0,
32,Aman Ali (UAE),2008-2008,1,1,0,0,0,0,0,0,0.0,
33,Aminul Islam jnr (BAN),1999-1999,1,1,0,0,0,0,0,0,0.0,
34,J Angel (AUS),1994-1995,3,3,0,0,0,0,0,0,0.0,
35,Anisur Rahman (BAN),1995-1998,2,2,0,0,0,0,0,0,0.0,
36,HAG Anthony (WI),1995-1995,3,3,0,0,0,0,0,0,0.0,
37,Anwar Hossain Monir (BAN),2002-2002,1,1,0,0,0,0,0,0,0.0,
38,Anwar Hossain (BAN),2002-2002,1,1,0,0,0,0,0,0,0.0,
39,GJAF Aponso (NED),1996-1996,5,5,0,0,0,0,0,0,0.0,
40,MA Aponso (SL),2016-2018,9,9,0,0,0,0,0,0,0.0,
41,Ariful Haque (BAN),2018-2018,1,1,0,0,0,0,0,0,0.0,
42,Arshad Pervez (PAK),1978-1978,2,2,0,0,0,0,0,0,0.0,
43,B Arun (INDIA),1986-1987,4,4,0,0,0,0,0,0,0.0,
44,Asad Ali (PAK),2013-2013,4,4,0,0,0,0,0,0,0.0,
45,Asghar Ali (UAE),2004-2004,2,2,0,0,0,0,0,0,0.0,
46,Ashfaq Ahmed (PAK),1994-1994,3,3,0,0,0,0,0,0,0.0,
47,Asif Iqbal (1) (UAE),2015-2015,1,1,0,0,0,0,0,0,0.0,
48,Asif Mahmood (PAK),1998-1998,2,2,0,0,0,0,0,0,0.0,
49,Asim Butt (SCOT),1999-1999,5,5,0,0,0,0,0,0,0.0,
0,Asim Saeed (UAE),2004-2004,2,2,0,0,0,0,0,0,0.0,
1,SK Atai (PNG),2019-2019,2,2,0,0,0,0,0,0,0.0,
2,Ata-ur-Rehman (PAK),1992-1996,30,30,0,0,0,0,0,0,0.0,
3,ID Austin (ENG),1998-1999,9,9,0,0,0,0,0,0,0.0,
4,RA Austin (WI),1978-1978,1,1,0,0,0,0,0,0,0.0,
5,Azmat Rana (PAK),1978-1978,2,2,0,0,0,0,0,0,0.0,
6,MD Bailey (NZ),1998-1998,1,1,0,0,0,0,0,0,0.0,
7,LS Baker (WI),2008-2009,8,8,0,0,0,0,0,0,0.0,
8,PJ Bakker (NED),1996-1996,5,5,0,0,0,0,0,0,0.0,
9,S Baksh (CAN),1979-1979,1,1,0,0,0,0,0,0,0.0,
10,KMC Bandara (SL),2016-2016,1,1,0,0,0,0,0,0,0.0,
11,MRCN Bandaratilleke (SL),1998-1998,3,3,0,0,0,0,0,0,0.0,
12,OAC Banks (WI),2003-2005,5,5,0,0,0,0,0,0,0.0,
13,KJ Barnett (ENG),1988-1988,1,1,0,0,0,0,0,0,0.0,
14,DM Basden (BMUDA),2007-2007,2,2,0,0,0,0,0,0,0.0,
15,GR Beard (AUS),1981-1981,2,2,0,0,0,0,0,0,0.0,
16,RR Beaton (WI),2017-2017,2,2,0,0,0,0,0,0,0.0,
17,JE Benjamin (ENG),1994-1995,2,2,0,0,0,0,0,0,0.0,
18,MR Benson (ENG),1986-1986,1,1,0,0,0,0,0,0,0.0,
19,A Bhandari (INDIA),2000-2004,2,2,0,0,0,0,0,0,0.0,
20,LS Bhandari (NEPAL),2018-2018,1,1,0,0,0,0,0,0,0.0,
21,Bhupinder Singh snr (INDIA),1994-1994,2,2,0,0,0,0,0,0,0.0,
22,Bikram Sob (NEPAL),2021-2021,4,4,0,0,0,0,0,0,0.0,
23,MI Black (WI),2001-2001,5,5,0,0,0,0,0,0,0.0,
24,DL Blake (USA),2004-2004,1,1,0,0,0,0,0,0,0.0,
25,G Blakeney (BMUDA),2009-2009,2,2,0,0,0,0,0,0,0.0,
26,A Bohara (NEPAL),2020-2020,2,2,0,0,0,0,0,0,0.0,
27,NE Bonner (WI),2021-2021,3,3,0,0,0,0,0,0,0.0,
28,SG Borthwick (ENG),2011-2011,2,2,0,0,0,0,0,0,0.0,
29,T Bosch (SA),1992-1992,2,2,0,0,0,0,0,0,0.0,
30,GK Bose (INDIA),1974-1974,1,1,0,0,0,0,0,0,0.0,
31,KD Boyce (WI),1973-1975,8,8,0,0,0,0,0,0,0.0,
32,BP Bracewell (NZ),1978-1978,1,1,0,0,0,0,0,0,0.0,
33,GA Briant (ZIM),1993-1993,5,5,0,0,0,0,0,0,0.0,
34,DR Briggs (ENG),2012-2012,1,1,0,0,0,0,0,0,0.0,
35,SA Britton (IRE),2009-2009,1,1,0,0,0,0,0,0,0.0,
36,D Brown (WI),2001-2002,3,3,0,0,0,0,0,0,0.0,
37,BS Browne (WI),1994-1994,4,4,0,0,0,0,0,0,0.0,
38,GK Bruk-Jackson (ZIM),1993-1993,1,1,0,0,0,0,0,0,0.0,
39,CE Bulfin (NZ),1999-1999,2,2,0,0,0,0,0,0,0.0,
40,AJ Burger (NAM),2003-2003,6,6,0,0,0,0,0,0,0.0,
41,AR Butcher (ENG),1980-1980,1,1,0,0,0,0,0,0,0.0,
42,RO Butcher (ENG),1980-1981,3,3,0,0,0,0,0,0,0.0,
43,DK Butler (WI),2005-2006,5,5,0,0,0,0,0,0,0.0,
44,RG Callender (CAN),1979-1979,2,2,0,0,0,0,0,0,0.0,
45,JD Campbell (WI),2019-2019,5,5,0,0,0,0,0,0,0.0,
46,PE Cantrell (NED),1996-1996,5,5,0,0,0,0,0,0,0.0,
47,PH Carlson (AUS),1979-1979,3,3,0,0,0,0,0,0,0.0,
48,BA Carse (ENG),2021-2021,3,3,0,0,0,0,0,0,0.0,
49,NM Carter (SCOT),2013-2013,3,3,0,0,0,0,0,0,0.0,
0,RD Chahar (INDIA),2021-2021,1,1,0,0,0,0,0,0,0.0,
1,SJ Chalmers (SCOT),2009-2009,2,2,0,0,0,0,0,0,0.0,
2,BS Chandrasekhar (INDIA),1976-1976,1,1,0,0,0,0,0,0,0.0,
3,VB Chandrasekhar (INDIA),1988-1990,7,7,0,0,0,0,0,0,0.0,
4,CJD Chappell (CAN),1979-1979,3,3,0,0,0,0,0,0,0.0,
5,G Chapple (ENG),2006-2006,1,1,0,0,0,0,0,0,0.0,
6,M Cheruparambil (HKG),2004-2004,2,2,0,0,0,0,0,0,0.0,
7,MT Chinouya (ZIM),2013-2013,2,2,0,0,0,0,0,0,0.0,
8,K Christie (HKG),2016-2016,1,1,0,0,0,0,0,0,0.0,
9,WM Clark (AUS),1978-1978,2,2,0,0,0,0,0,0,0.0,
10,A Codrington (CAN),2003-2007,9,9,0,0,0,0,0,0,0.0,
11,DJ Colley (AUS),1972-1972,1,1,0,0,0,0,0,0,0.0,
12,BE Congdon (NZ),1973-1978,8,8,0,0,0,0,0,0,0.0,
13,AN Connolly (AUS),1971-1971,1,1,0,0,0,0,0,0,0.0,
14,GA Cope (ENG),1977-1978,2,2,0,0,0,0,0,0,0.0,
15,MJ Cosgrove (AUS),2006-2006,2,2,0,0,0,0,0,0,0.0,
16,CS Cowdrey (ENG),1985-1985,3,3,0,0,0,0,0,0,0.0,
17,MC Cowdrey (ENG),1971-1971,1,1,0,0,0,0,0,0,0.0,
18,RT Crandon (WI),2009-2009,1,1,0,0,0,0,0,0,0.0,
19,FS Crockwell (BMUDA),2009-2009,2,2,0,0,0,0,0,0,0.0,
20,D Daesrath (CAN),2012-2013,3,3,0,0,0,0,0,0,0.0,
21,Danish Aziz (PAK),2021-2021,2,2,0,0,0,0,0,0,0.0,
22,SS Das (INDIA),2001-2002,4,4,0,0,0,0,0,0,0.0,
23,NA David (INDIA),1997-1997,4,4,0,0,0,0,0,0,0.0,
24,RR David (CAN),2008-2010,4,4,0,0,0,0,0,0,0.0,
25,H Davids (SA),2013-2013,1,1,0,0,0,0,0,0,0.0,
26,SG Davies (ZIM),1996-1996,4,4,0,0,0,0,0,0,0.0,
27,IC Davis (AUS),1974-1977,3,3,0,0,0,0,0,0,0.0,
28,Dawlat Ahmadzai (AFG),2009-2010,3,3,0,0,0,0,0,0,0.0,
29,JJ Dawood (CAN),2010-2010,1,1,0,0,0,0,0,0,0.0,
30,LA Dawson (ENG),2016-2018,2,2,0,0,0,0,0,0,0.0,
31,NA de Groot (CAN),2003-2003,6,6,0,0,0,0,0,0,0.0,
32,M de Lange (SA),2012-2016,4,4,0,0,0,0,0,0,0.0,
33,FA Dennis (CAN),1979-1979,3,3,0,0,0,0,0,0,0.0,
34,GN de Silva (SL),1985-1985,3,3,0,0,0,0,0,0,0.0,
35,JI de Villiers (NAM),2020-2020,2,2,0,0,0,0,0,0,0.0,
36,P Dharmani (INDIA),1996-1996,1,1,0,0,0,0,0,0,0.0,
37,R Dhawan (INDIA),2016-2016,3,3,0,0,0,0,0,0,0.0,
38,HS Dhillon (CAN),2006-2006,2,2,0,0,0,0,0,0,0.0,
39,WP Diepeveen (NED),2011-2011,1,1,0,0,0,0,0,0,0.0,
40,Dolar Mahmud (BAN),2008-2009,7,7,0,0,0,0,0,0,0.0,
41,BR Dorey (AUS),2006-2006,4,4,0,0,0,0,0,0,0.0,
42,CRM Douglas (BMUDA),2008-2008,2,2,0,0,0,0,0,0,0.0,
43,SO Dowrich (WI),2019-2019,1,1,0,0,0,0,0,0,0.0,
44,CJ Drum (NZ),1999-1999,4,4,0,0,0,0,0,0,0.0,
45,S Dube (INDIA),2019-2019,1,1,0,0,0,0,0,0,0.0,
46,BM Duckett (ENG),2016-2016,3,3,0,0,0,0,0,0,0.0,
47,DM Dupavillon (SA),2020-2021,2,2,0,0,0,0,0,0,0.0,
48,A Dutt (NED),2021-2022,3,3,0,0,0,0,0,0,0.0,
49,N Dutta (CAN),2013-2013,1,1,0,0,0,0,0,0,0.0,
0,PS Eaglestone (IRE),2008-2008,1,1,0,0,0,0,0,0,0.0,
1,JH Edrich (ENG),1971-1974,5,5,0,0,0,0,0,0,0.0,
2,R Edwards (AUS),1972-1975,9,9,0,0,0,0,0,0,0.0,
3,WJ Edwards (AUS),1975-1975,1,1,0,0,0,0,0,0,0.0,
4,Ehsanul Haque (BAN),2002-2003,5,5,0,0,0,0,0,0,0.0,
5,Ehsan Adil (PAK),2013-2015,6,6,0,0,0,0,0,0,0.0,
6,Elias Sunny (BAN),2011-2012,4,4,0,0,0,0,0,0,0.0,
7,MTG Elliott (AUS),1997-1997,1,1,0,0,0,0,0,0,0.0,
8,Fahad Alhashmi (UAE),2008-2015,5,5,0,0,0,0,0,0,0.0,
9,Fahad Nawaz (UAE),2019-2019,2,2,0,0,0,0,0,0,0.0,
10,Faisal Athar (PAK),2003-2003,1,1,0,0,0,0,0,0,0.0,
11,Fawad Ahmed (AUS),2013-2013,3,3,0,0,0,0,0,0,0.0,
12,Fayyaz Ahmed (UAE),2014-2016,3,3,0,0,0,0,0,0,0.0,
13,FY Fazal (INDIA),2016-2016,1,1,0,0,0,0,0,0,0.0,
14,Fazalhaq Farooqi (AFG),2022-2022,1,1,0,0,0,0,0,0,0.0,
15,Fazl-e-Akbar (PAK),1998-2001,2,2,0,0,0,0,0,0,0.0,
16,N Fernandes (UAE),2008-2008,1,1,0,0,0,0,0,0,0.0,
17,AM Fernando (SL),2017-2021,3,3,0,0,0,0,0,0,0.0,
18,ER Fernando (SL),1975-1975,3,3,0,0,0,0,0,0,0.0,
19,ERNS Fernando (SL),1983-1983,5,5,0,0,0,0,0,0,0.0,
20,MVT Fernando (SL),2017-2019,8,8,0,0,0,0,0,0,0.0,
21,TL Fernando (SL),1989-1989,1,1,0,0,0,0,0,0,0.0,
22,UNK Fernando (SL),1994-1994,2,2,0,0,0,0,0,0,0.0,
23,R Flannigan (SCOT),2010-2010,1,1,0,0,0,0,0,0,0.0,
24,DAG Fletcher (ZIM),1983-1983,6,6,0,0,0,0,0,0,0.0,
25,C Floyd (NED),2022-2022,1,1,0,0,0,0,0,0,0.0,
26,MLC Foster (WI),1973-1973,2,2,0,0,0,0,0,0,0.0,
27,TJ Franklin (NZ),1983-1988,3,3,0,0,0,0,0,0,0.0,
28,Frasat Ali (EAf),1975-1975,3,3,0,0,0,0,0,0,0.0,
29,IS Gallage (SL),1999-2001,3,3,0,0,0,0,0,0,0.0,
30,DJ Gandhi (INDIA),1999-2000,3,3,0,0,0,0,0,0,0.0,
31,D Ganesh (INDIA),1997-1997,1,1,0,0,0,0,0,0,0.0,
32,LV Garrick (WI),2001-2001,3,3,0,0,0,0,0,0,0.0,
33,WT Gavera (PNG),2014-2017,4,4,0,0,0,0,0,0,0.0,
34,RS Ghai (INDIA),1984-1986,6,6,0,0,0,0,0,0,0.0,
35,Gholam Nousher (BAN),1986-1990,9,9,0,0,0,0,0,0,0.0,
36,Ghulam Ali (PAK),1993-1995,3,3,0,0,0,0,0,0,0.0,
37,T Gibbons (BMUDA),2006-2006,2,2,0,0,0,0,0,0,0.0,
38,LR Gibbs (WI),1973-1975,3,3,0,0,0,0,0,0,0.0,
39,PG Gillespie (IRE),2006-2007,4,4,0,0,0,0,0,0,0.0,
40,Golam Faruq (BAN),1986-1990,5,5,0,0,0,0,0,0,0.0,
41,MS Gony (INDIA),2008-2008,2,2,0,0,0,0,0,0,0.0,
42,Y Goonasekera (SL),1983-1983,3,3,0,0,0,0,0,0,0.0,
43,JOA Gordon (CAN),2012-2014,4,4,0,0,0,0,0,0,0.0,
44,BHG Gorlee (NED),2022-2022,3,3,0,0,0,0,0,0,0.0,
45,EL Gouka (NED),1996-1996,3,3,0,0,0,0,0,0,0.0,
46,VD Grandia (NED),2002-2002,1,1,0,0,0,0,0,0,0.0,
47,JP Greaves (WI),2022-2022,3,3,0,0,0,0,0,0,0.0,
48,C Green (AUS),2020-2020,1,1,0,0,0,0,0,0,0.0,
49,AE Greenidge (WI),1978-1978,1,1,0,0,0,0,0,0,0.0,
0,L Gregory (ENG),2021-2021,3,3,0,0,0,0,0,0,0.0,
1,RD Gudhka (KENYA),2011-2011,2,2,0,0,0,0,0,0,0.0,
2,Gulsan Jha (NEPAL),2021-2021,1,1,0,0,0,0,0,0,0.0,
3,C Gunasekara (SL),2022-2022,1,1,0,0,0,0,0,0,0.0,
4,FRMD Gunatilleke (SL),1979-1979,1,1,0,0,0,0,0,0,0.0,
5,AAW Gunawardena (SL),1994-1994,1,1,0,0,0,0,0,0,0.0,
6,SK Gupta (KENYA),1996-2001,10,10,0,0,0,0,0,0,0.0,
7,Gurdeep Singh (KENYA),2013-2013,1,1,0,0,0,0,0,0,0.0,
8,Haafiz Shahid (PAK),1988-1988,3,3,0,0,0,0,0,0,0.0,
9,BG Hadlee (NZ),1975-1975,1,1,0,0,0,0,0,0,0.0,
10,OJ Hairs (SCOT),2010-2010,5,5,0,0,0,0,0,0,0.0,
11,JD Hall (IRE),2010-2010,3,3,0,0,0,0,0,0,0.0,
12,JN Hamilton (WI),2021-2021,1,1,0,0,0,0,0,0,0.0,
